album_id,category_id,title,sub_category,corr
2679495,11,自言自语,卡通,1.55
2680923,11,怎么玩,健康,3.29
2681723,11,笑话,健康,2.2
2682254,11,暖暖de自留地,家长升级,0.37
2682889,11,黄帝内经,家长升级,1.23
2684980,11,不痛不青春,健康,2.09
2691954,11,啦啦啦,健康,4.57
2692286,11,小王子,健康,2.74
2692688,11,颈椎病的严重后果,护理,3.47
2694758,11,开心,健康,0.54
2695173,11,小素材,教材,10.46
2702293,11,他,健康,1.56
2704638,11,暖心小段子,心理,2.61
2705383,11,段子,儿童成长,6.25
2707636,11,小鱼,健康,4.42
2708689,11,请你在离开时轻轻握一握我的手,健康,3.8
2711354,11,晨读,健康,0.5
2711927,11,定风波,健康,3.26
2712333,11,我的啊,健康,4.99
2716441,11,桂林山水郑果果,国学历史,0.15
2721910,11,个人,健康,1.9
2726173,11,社会工作实务,文学,2.28
2730160,11,毕业季毕业祭,儿童成长,0.14
2731391,11,我来了,健康,2.35
2732569,11,句子,家长升级,4.14
2733302,11,闲着,健康,3.64
2736410,11,配乐诗朗诵,诗词,0.96
2740858,11,乔布斯,健康,2.52
2744199,11,中特,健康,5.34
2745281,11,工作需要,文学,3.41
2745662,11,麻小沛的麻小音,健康,3.13
2745937,11,朗诵,健康,6.77
2746139,11,日常练习,健康,3.03
2748607,11,自用素材系列,教材,0.59
2753835,11,试音录制,健康,4.3
2755527,11,美乐家事业机会,故事,3.3
2763295,11,SS,健康,6.8
2763848,11,转采,健康,3.99
2773173,11,读诗,绘本,0.94
2774745,11,练习,健康,6.57
2775490,11,牛奶Hot,健康,1.87
2788000,11,发挥,健康,0.29
2788843,11,H,健康,3.82
2790407,11,观想,健康,5.83
2792629,11,暖,健康,6.16
2794437,11,7月19日,健康,4.82
2794625,11,自己的路,健康,2.09
2795899,11,皇家dj小恩,家长升级,0.87
2797382,11,闲,健康,4.77
2799095,11,哀歌,儿歌,4.02
2802270,11,哲理瞬间,健康,3.8
2807064,11,打工旅行,健康,3.97
2813348,11,来世再娶你,健康,2.56
2817055,11,某米撕逼说,文学,7.12
2825367,11,泰戈尔,健康,3.32
2831898,11,早读,故事,0.67
2834430,11,励志演讲,健康,5.95
2842570,11,广告,故事,1.35
2844035,11,加速度,健康,2.72
2847901,11,律诗诵读,诗词,2.89
2848008,11,WXYZ,健康,5.17
2851959,11,读心术之实用心里策略,卡通,1.18
2859464,11,夏虫不语冰,卡通,3.28
2862703,11,退圈祝福专辑,国学历史,0.02
2872158,11,Haveatry,卡通,1.01
2882831,11,1,健康,5.33
2884702,11,Imitation,卡通,2.46
2885338,11,分享,故事,0.67
2885602,11,Fghh,文学,0.86
2887756,11,同学可莱谛,儿童成长,0.69
2888067,11,愿无岁月可回头,健康,3.24
2891322,11,FC演讲,健康,3.51
2891340,11,大猫私享记,儿童成长,3.19
2891599,11,2015简单声活,健康,4.16
2892763,11,声声不息,健康,4.19
2893252,11,乐建幸福,心理,2.99
2893621,11,随意,健康,3.47
2894989,11,蜗的转采,健康,3.39
2895294,11,有感而发随意,儿童成长,2.49
2905684,11,access,卡通,3.4
2905917,11,遗忘,健康,2.69
2906277,11,BOSS三周年,故事,1.18
2908520,11,美乐家,心理,2.3
2911975,11,怎么样去招代理,国学历史,1.52
2912753,11,冷笑话,健康,0.84
2917683,11,阿根廷红酒,健康,1.44
2922528,11,听取群众运动,健康,3.79
2924904,11,杂爱,儿童成长,0.13
2926051,11,QT语音,卡通,2.79
2929875,11,一句话一种态度,儿童成长,0.69
2933194,11,音效,健康,4.55
2933605,11,WE,健康,4.7
2936991,11,小心心窝,心理,1.8
2938333,11,想飞天,健康,5.22
2942704,11,莲花化身真言,健康,4.32
2947834,11,美食咯,健康,7.42
2948159,11,我的,健康,5.0
2950719,11,难忘的中国之声,卡通,0.7
2953059,11,慕容凌夕,健康,1.9
2953296,11,我的录音,健康,4.01
2956064,11,不落的太阳,健康,1.73
2956654,11,藍天,健康,6.12
2957621,11,道经解读,国学,11.66
2959266,11,萧岚试音,健康,4.13
2962264,11,碎碎念,健康,1.75
2968545,11,财大之声台标汇,儿童成长,1.29
2969330,11,是啦胡说八道啊,文学,7.77
2969950,11,随便,健康,3.37
2970893,11,讲台,健康,4.88
2976360,11,第一次尝试,健康,3.3
2977273,11,凌声,健康,6.44
2977448,11,转载课程,健康,3.23
2983122,11,品味,文学,0.33
2990674,11,William,健康,0.57
2992742,11,站在十月的国土,国学,2.15
2993260,11,呵呵呵呵,健康,4.32
2996871,11,一个无聊撸的各种玩意儿,儿童成长,0.67
3002852,11,喔,健康,2.64
3008939,11,试声,健康,5.55
3015148,11,文字,文学,5.66
3019569,11,搞搞笑,健康,2.7
3022342,11,TT,健康,4.09
3022842,11,文献摘要,健康,2.42
3024249,11,迷彩情诗,护理,0.15
3024420,11,你好,健康,2.19
3026133,11,如何讲旅爸爸opp,健康,3.34
3026562,11,萱萱杂谈,文学,2.35
3026863,11,tt,健康,2.04
3027413,11,叶良辰,健康,5.12
3030415,11,教师资格证,心理,3.55
3037183,11,事业单位,故事,5.77
3047199,11,无聊,健康,3.86
3048668,11,MyLike,健康,1.55
3048923,11,院感,健康,3.77
3049131,11,文字,文学,5.66
3053603,11,试,健康,5.02
3061900,11,Tsingbau,健康,0.69
3062220,11,美人计大区,儿童成长,2.73
3067864,11,10月15日星期月份季节D本18章,宝贝show,0.18
3068070,11,阳光中的向日葵,健康,0.18
3072537,11,主持试音,健康,5.64
3075790,11,帆儿,健康,2.29
3079596,11,拼音,健康,6.28
3082109,11,试音,健康,4.23
3082386,11,上班族,健康,3.41
3085197,11,一个人的声音,健康,0.65
3087196,11,一次就好,健康,4.31
3088255,11,whoareyou,健康,0.87
3092252,11,妞牛,健康,3.58
3093495,11,自己读,家长升级,1.74
3096805,11,落言,健康,2.06
3097348,11,忆,健康,5.71
3097829,11,匆匆,健康,0.85
3102470,11,日常,健康,4.31
3102787,11,Dc,健康,0.24
3104475,11,苏陌V的欢er脱bi随手录,健康,0.51
3110740,11,课文,教材,2.94
3114453,11,个人喜欢,诗词,1.61
3115296,11,闲暇之作,健康,5.48
3116877,11,跟贝贝学口语,大咖,0.4
3117015,11,潮汕話,健康,3.88
3121003,11,金海新老师分享云指的价值,故事,4.86
3124165,11,onlyvoice,卡通,0.3
3128403,11,录录自己喜欢的东西,故事,0.13
3130118,11,那些年跑过的龙套,教材,3.44
3131221,11,试试看,健康,3.37
3136659,11,身为逗逼的我,健康,3.79
3137385,11,背书,绘本,11.35
3138541,11,亚商舞蹈学校宣传音频,教材,2.58
3138549,11,悦介茶叙,健康,2.15
3138909,11,洋葱,健康,3.18
3139712,11,丁香的一次朗读,健康,2.66
3141764,11,嘉人分享,诗词,0.22
3143343,11,摄魂铃,故事,0.55
3145751,11,随想,健康,4.94
3149010,11,不知道,健康,5.02
3152451,11,喜欢的只是喜欢的,健康,1.41
3154313,11,new,健康,5.22
3154430,11,大学,儿童成长,5.17
3157002,11,sunshine,卡通,1.34
3159033,11,Happy,心理,0.43
3163252,11,最爱的席慕容,故事,2.24
3167474,11,我的渴望,健康,1.24
3169049,11,第一发,健康,5.85
3170843,11,最好的感觉是有人懂你的欲言又止,护理,0.76
3189200,11,给你听,健康,3.95
3191258,11,新白透pia戏册,故事,0.98
3192908,11,海济深圳共赢家族,家长升级,3.84
3194961,11,Myvoice,卡通,1.45
3195752,11,岁月静好,健康,3.15
3195944,11,默认专辑,健康,1.54
3196074,11,女配音员,健康,1.9
3197187,11,正面管教微课,儿童成长,3.9
3197326,11,新人关照,护理,1.18
3198202,11,试1,健康,3.05
3199058,11,唯唯诺诺,健康,2.31
3200678,11,琐事,故事,6.27
3200801,11,能量语,健康,0.09
3208414,11,试音,健康,4.23
3220662,11,爱之源,健康,1.17
3221146,11,小朋友的悄悄话,健康,2.84
3221171,11,52众享职聊吧,故事,1.29
3222617,11,诗,护理,0.69
3224459,11,早安,健康,2.24
3228399,11,超越梦想,健康,4.75
3228653,11,海子,家长升级,0.12
3233942,11,很随意的说一说,文学,4.6
3236817,11,喜欢什么读什么,儿童成长,0.07
3237764,11,随记,健康,5.42
3237789,11,文文,文学,2.9
3240774,11,人生得平衡,护理,2.03
3242176,11,随心,卡通,1.49
3242631,11,天印之声,健康,5.9
3242733,11,培訓工具,家长升级,7.21
3243221,11,无专辑,健康,5.45
3248010,11,新的一周,健康,1.56
3251032,11,摇篮,健康,2.81
3252070,11,无,健康,5.39
3257044,11,音频,健康,5.13
3263470,11,小段,儿童成长,1.69
3264019,11,片段,儿童成长,5.9
3268954,11,刺儿,健康,3.95
3270075,11,个人介绍,诗词,1.94
3271519,11,给肥琪,健康,4.91
3272180,11,百校联盟,家长升级,1.12
3275746,11,第一次,健康,6.2
3276921,11,文字,文学,5.66
3278371,11,作文,文学,5.88
3286516,11,Y,健康,6.15
3286925,11,另类,健康,0.69
3288630,11,一键启动财商俱乐部群歌,儿歌,4.49
3291097,11,人生若只如初见,护理,0.63
3294271,11,GGGGGGGGGGGGGDDDDDDDDDDHObOandEddie,儿童成长,0.47
3295002,11,乐乐声音,心理,8.68
3295755,11,旧,健康,5.95
3298343,11,海子,家长升级,0.12
3301598,11,AD,健康,6.05
3303981,11,预备等主来,健康,0.85
3306064,11,一个人一座城,绘本,0.33
3308192,11,不吃苦你要青春干嘛,健康,2.55
3308775,11,军情曼哈顿,健康,3.36
3311501,11,我有祖国我有母语,卡通,3.82
3315293,11,正能量,儿童成长,2.16
3316931,11,DadsGrandPlan,卡通,1.44
3317610,11,晓峰老师精彩分享,故事,1.67
3323457,11,你好我是江重重,故事,0.21
3326622,11,各种试音片段,儿童成长,4.83
3330280,11,换全面换品牌,文学,2.83
3333114,11,试播,健康,2.68
3333316,11,魔音,健康,4.6
3334513,11,试音,健康,4.23
3335435,11,雨后,健康,0.95
3337618,11,丁办计生证经过他说不要中海锦城,国学,3.81
3340223,11,经历,国学,8.03
3340587,11,Poem,健康,4.38
3356616,11,JanetSilvia,卡通,0.1
3357555,11,啦啦,健康,4.84
3362985,11,恋青春,健康,3.42
3366163,11,随心,卡通,1.49
3367312,11,12,健康,5.36
3369201,11,新人了解,护理,0.98
3370331,11,美乐家之歌,儿歌,3.47
3376836,11,扯淡,健康,2.83
3376941,11,平日练声,健康,5.66
3377713,11,无题,健康,3.59
3379047,11,试试,健康,2.06
3379990,11,涵曦,健康,4.35
3384184,11,哈哈哈,健康,6.39
3384198,11,广告,故事,1.35
3384385,11,试音,健康,4.23
3384912,11,雨晴戲劇坊,健康,3.99
3385244,11,无忧古无忧,诗词,2.85
3391274,11,修心分享,心理,1.23
3396903,11,装B,健康,4.06
3397313,11,软萌小点,健康,2.42
3397890,11,样品,文学,2.0
3397986,11,开心,健康,0.54
3398265,11,尖叫音乐,健康,2.03
3401880,11,尘埃诗语,诗词,9.18
3408114,11,自己的录音,健康,2.35
3412873,11,邀约,健康,3.8
3414289,11,玩,健康,3.6
3414967,11,朱朱老师分享,国学历史,1.19
3420924,11,阿弥陀佛,健康,3.76
3421417,11,摆渡shine的默认专辑转采,心理,0.02
3425618,11,爱在链接,故事,1.05
3425946,11,开会,健康,6.53
3426124,11,我转采的,健康,3.83
3426130,11,遗珠,健康,3.25
3426159,11,我经常听的,国学,6.86
3426349,11,Listen一首歌,儿歌,6.73
3426502,11,推荐,健康,4.83
3426511,11,我喜欢的,健康,3.79
3426750,11,我喜欢的,健康,3.79
3426800,11,不错,健康,5.02
3426933,11,七日,健康,4.37
3426955,11,Listen一首歌,儿歌,6.73
3427005,11,推荐,健康,4.83
3427047,11,我喜欢的,健康,3.79
3427169,11,耳朵,健康,5.95
3427215,11,非原创,健康,1.26
3427308,11,耳朵,健康,5.95
3427334,11,不错,健康,5.02
3427353,11,我喜欢的,健康,3.79
3427400,11,听听吧,健康,4.06
3427461,11,2015年,健康,2.86
3427529,11,我转采的,健康,3.83
3427555,11,遗珠,健康,3.25
3427564,11,转载的,健康,4.74
3427590,11,verynice,卡通,0.18
3427593,11,特别好的,健康,1.55
3427656,11,推荐,健康,4.83
3427664,11,转载的,健康,4.74
3427712,11,2015年,健康,2.86
3427779,11,七日,健康,4.37
3427782,11,2015年,健康,2.86
3427799,11,可以,健康,2.44
3427841,11,你也来听听,健康,2.03
3427905,11,资讯,健康,3.55
3427925,11,你也来听听,健康,2.03
3428209,11,转载的,健康,4.74
3428228,11,很赞,健康,6.3
3428270,11,非原创,健康,1.26
3428382,11,听听吧,健康,4.06
3428388,11,我转采的,健康,3.83
3428484,11,我经常听的,国学,6.86
3428530,11,特别好的,健康,1.55
3428572,11,我转采的,健康,3.83
3428645,11,转载的,健康,4.74
3428946,11,我经常听的,国学,6.86
3429093,11,特别好的,健康,1.55
3429116,11,遗珠,健康,3.25
3429195,11,收藏,健康,5.98
3429252,11,我喜欢的,健康,3.79
3429282,11,我喜欢的,健康,3.79
3429309,11,推荐,健康,4.83
3429391,11,七日,健康,4.37
3429504,11,很赞,健康,6.3
3429742,11,转载的,健康,4.74
3429799,11,不错,健康,5.02
3429856,11,我经常听的,国学,6.86
3429867,11,都来听听,健康,3.15
3430036,11,我转采的,健康,3.83
3430117,11,good,健康,5.58
3440579,11,非原创,健康,1.26
3440592,11,我转采的,健康,3.83
3445932,11,特别好的,健康,1.55
3445954,11,我转采的,健康,3.83
3478021,11,迎新杯建工院辩,国学历史,0.52
3489099,11,默认专辑,健康,1.54
3496025,11,试音,健康,4.23
3496653,11,给朋友们的每一首歌,儿歌,5.72
3498924,11,涛and萌,健康,1.74
3548412,11,册册酱,健康,2.55
3571706,11,默认专辑,健康,1.54
3582659,11,秋风小语,教材,1.59
3605533,11,让自己开心开心更开心,心理,2.15
3606500,11,找春天,健康,0.58
3624243,11,拥抱春天,健康,4.34
3637271,11,无题,健康,3.59
3645276,11,公开,健康,4.98
3647113,11,冰点飘广播站,故事,1.82
3662889,11,三年,健康,1.49
3694302,11,第一次,健康,6.2
3703521,11,南山南,健康,2.43
3703907,11,旧词新曲歪歪唱,诗词,1.06
3755151,11,日有所诵下学期,教材,8.9
3762562,11,乐趣,心理,2.12
3771695,11,作业,健康,2.89
3773537,11,配音集,健康,4.33
3793769,11,邓翔课文,教材,1.68
3799226,11,课文,教材,2.94
3812941,11,课文,教材,2.94
3828177,11,看书时听,故事,0.68
3828548,11,商职广播站之友情点播,故事,1.02
3848505,11,仓央嘉措,国学历史,1.34
3862562,11,白雪公主小剧团,健康,0.03
3871802,11,好朋友系列,健康,3.24
3882703,11,抒情,健康,1.7
3892584,11,二十几岁的你在干些什么,故事,0.32
3917072,11,画杨桃,卡通,2.72
3926004,11,阳光地带,健康,3.78
3945195,11,我们在路上,健康,1.89
3947042,11,課文,健康,4.65
3947961,11,Angsar,卡通,0.23
3960919,11,yy录音,健康,4.64
3981132,11,试音,健康,4.23
3990536,11,RR最近在读同本书,绘本,1.0
3997981,11,诗和远方的田野,护理,2.51
4009410,11,晚了十年遇见你,教材,1.16
4041376,11,录音,健康,3.52
4042000,11,1,健康,5.33
4044616,11,两颗燃烧的小星星,健康,1.91
4053739,11,小屁孩上学记,教材,1.63
4076569,11,23,健康,6.0
4084579,11,试音集,健康,4.63
4087966,11,井冈山大学第九届学生社团文化艺术节宣传,教材,0.6
4092376,11,漂亮老师和坏小子,教材,0.22
4116349,11,不念过去不畏将来,故事,0.48
4122004,11,课文,教材,2.94
4127699,11,声声为了你,健康,4.37
4131624,11,永生眼睛1,文学,1.22
4132482,11,radio,健康,0.39
4133033,11,Storiesforlittlekids,健康,0.92
4136963,11,听听就好,健康,3.42
4151974,11,淡然,健康,1.56
4159485,11,2B铅笔默认专辑,健康,0.59
4161255,11,乌鸦喝水,健康,4.19
4161900,11,诗经第四篇,国学,1.83
4165418,11,青年文摘,文学,3.0
4168331,11,kunikey,健康,2.42
4172387,11,speech,卡通,1.32
4177136,11,关于扁络桓,故事,0.76
4179458,11,多答题会好运,儿童成长,1.56
4185716,11,产品解读,文学,1.27
4189130,11,我,健康,4.93
4192768,11,嘟嘟嘟,故事,1.92
4195434,11,新的一天祈祷文,健康,1.53
4198951,11,金刚,健康,5.73
4201135,11,鸡汤,健康,6.07
4205144,11,栗氏书院,绘本,10.77
4206703,11,诗,护理,0.69
4213877,11,稿件,健康,2.63
4214120,11,可以在线听,健康,2.5
4214266,11,招新,健康,2.53
4221888,11,百群直播如何让家不再伤人,家长升级,2.13
4225780,11,婚礼开场,健康,3.64
4229915,11,手心学堂,心理,3.77
4230939,11,SomethingAboutJohnny,卡通,0.22
4234904,11,试音,健康,4.23
4240845,11,微商,儿童成长,0.67
4241280,11,试音,健康,4.23
4244020,11,1111,健康,4.99
4248350,11,森林中,健康,3.7
4249077,11,能量朗读,健康,0.31
4249093,11,为母亲读诗,家长升级,4.91
4250948,11,当你老了叶芝,儿童成长,0.57
4251365,11,节日篇,健康,6.3
4254398,11,大学之一,儿童成长,3.1
4255711,11,人生,诗词,4.5
4256398,11,喜欢就拿去,健康,5.66
4257424,11,美乐家人物,家长升级,0.48
4258770,11,个人感触,故事,0.93
4259145,11,转支持,健康,3.83
4261720,11,闲聊,健康,4.32
4266427,11,朗读,健康,4.25
4267899,11,厚德,健康,3.38
4269165,11,朗诵,健康,6.77
4291190,11,课文,教材,2.94
4292720,11,武昌首义学院广播台,教材,0.87
4311857,11,化,健康,3.92
4315688,11,初次,健康,1.89
4318588,11,悦耳动听,卡通,2.14
4320230,11,美丽的小路,教材,0.55
4331155,11,a,健康,2.56
4342502,11,随便说说,文学,10.05
4347650,11,中考30天倒数,健康,5.07
4416594,11,听歌,儿歌,4.87
4421671,11,空间麦,健康,3.75
4422079,11,默认,健康,0.36
4423752,11,就是想看看会有人听到吗,故事,2.33
4427548,11,绝世腐小猫的默认专辑2,健康,1.2
4427845,11,心经,国学,1.8
4428114,11,晨读,健康,0.5
4437706,11,基业长青巅峰共舞,儿童成长,1.18
4454103,11,别因gfd,健康,3.05
4457148,11,张建老师分享柴烧,故事,2.97
4460648,11,小随笔,教材,2.64
4465071,11,试水,健康,3.51
4466341,11,天哥生命探索群分享录音,国学历史,0.86
4468898,11,乐高星战英文介绍,心理,0.07
4488215,11,加粉,健康,2.36
4492750,11,感谢大家,儿童成长,2.21
4493118,11,1,健康,5.33
4498310,11,节日大问答,儿童成长,4.01
4500280,11,试音,健康,4.23
4502299,11,董事分享,故事,11.06
4504461,11,开场,健康,5.59
4506048,11,究竟生命16天,健康,5.1
4514716,11,朗诵稿件,健康,2.3
4516729,11,kb公举,健康,3.3
4518971,11,网站刷流量好吗文文工作室独家优质流量,大咖,1.99
4521179,11,那些不能告诉大人的事,儿童成长,3.52
4521396,11,佛,健康,6.13
4522207,11,录音,健康,3.52
4529608,11,刚刚好,健康,3.11
4535961,11,皮肤专业分享,故事,0.86
4537346,11,致橡树,健康,2.67
4543234,11,其他,健康,2.09
4544342,11,1,健康,5.33
4547577,11,那一天,健康,5.2
4549810,11,父亲节,健康,0.49
4552070,11,不知说什么,文学,1.52
4552206,11,你怎么能够,儿童成长,3.67
4552590,11,父亲节祝福,健康,1.91
4554964,11,自然音,健康,5.58
4555292,11,梦,健康,4.99
4556551,11,1,健康,5.33
4559638,11,段苹果1,儿童成长,5.1
4565695,11,读诗,绘本,0.94
4567359,11,梁艳,健康,1.66
4568461,11,我的声音,健康,5.66
4573186,11,介绍,国学历史,0.63
4573873,11,测试音例,健康,5.54
4574815,11,文,健康,6.02
4575821,11,励志人生,诗词,2.35
4579474,11,忽悠电话骗子,家长升级,3.39
4601527,11,金三角王子,健康,1.43
4617218,11,虔诚转载,健康,1.83
4623851,11,肖潇,健康,2.25
4670767,11,番外片,儿童成长,1.53
4753579,11,听听,健康,4.77
4759791,11,语录,国学历史,0.23
4844907,11,CJ又不失YD的颜,健康,3.0
4870478,11,青出于蓝蓝猫成精,国学历史,2.77
5000648,11,依然的专辑,健康,3.44
5115102,11,myfirstmothergoosr,卡通,0.71
5188723,11,自考,健康,4.85
5345310,11,脑筋急转弯,健康,1.75
5441533,11,顿悟,家长升级,3.2
5578516,11,必备的基本功,教材,2.31
5601448,11,跟进起步,健康,0.53
5664678,11,频道稿,健康,5.3
5666065,11,试音海选片段集,健康,1.49
5768993,11,性龙门客栈,健康,0.7
5791447,11,那就不要说再见喜马拉雅试音,文学,4.82
5799254,11,试音,健康,4.23
5926799,11,收官之战,健康,3.35
6223073,11,萍推荐,健康,4.24
6252386,11,12月23日西区音频,健康,1.51
6303930,11,向群之声,健康,4.21
6420543,11,新的尝试,健康,1.08
6525949,11,考级曲目,宝贝show,2.24
6559453,11,无锡新闻广播,故事,1.93
6777181,11,优优集结号,健康,2.25
6909467,11,试音集,健康,4.63
6921448,11,和大家见面了,家长升级,0.77
6975102,11,中医志愿者合辑,健康,3.71
7191718,11,相由心生,心理,4.31
7366180,11,试音第三批,健康,2.88
7449986,11,试读,儿童成长,2.15
7506877,11,告别,健康,4.29
7539901,11,潮声,健康,6.29
7606135,11,活了一百万次的猫,家长升级,1.92
7616695,11,认识佛教1,儿童成长,0.54
7638241,11,中山大学教授授课,儿童成长,2.44
