album_id,category_id,title,sub_category,corr
1976103,11,IvyMa,卡通,0.22
2020738,11,随录,健康,3.38
2132719,11,Jaderaa,卡通,2.14
2148258,11,各种剧,健康,1.3
2153295,11,默认专辑,健康,1.54
2164109,11,幸福人生的系列录音,护理,1.0
2167690,11,那些最美的声音,健康,5.83
2179860,11,严絮的录音专辑,健康,5.21
2187863,11,美乐家CD3陈世荣老師,心理,0.7
2216616,11,转采,健康,3.99
2232439,11,m猫太默认专辑,健康,1.09
2237728,11,专辑,健康,6.36
2241646,11,其他MAN,心理,1.01
2255969,11,眉妩,健康,3.42
2277083,11,君箖,健康,2.88
2291212,11,喜马拉雅龙仔,故事,0.18
2302905,11,喜欢的声音,健康,5.62
2335768,11,默认专辑,健康,1.54
2347476,11,默认专辑,健康,1.54
2352174,11,转采用辑,健康,4.51
2404413,11,蕉中鹿,健康,4.73
2417542,11,关于剧院,健康,2.15
2419825,11,其他,健康,2.09
2427714,11,听力,健康,0.89
2496124,11,一些广告配音,故事,1.67
2580107,11,默认专辑,健康,1.54
2647620,11,木偶,健康,2.57
2647688,11,原创猫,儿童成长,0.46
2649121,11,快板选集,心理,2.28
2652006,11,线条的绘制,绘本,16.03
2652224,11,你不知道的事,故事,6.88
2657331,11,彬儿之恋,儿歌,1.38
2659347,11,逐梦一生默认专辑,健康,2.22
2660816,11,byjs120susan,心理,1.62
2662810,11,配音师女1老师,健康,0.63
2664616,11,初,健康,1.94
2665977,11,缘弘集团,故事,1.37
2667329,11,夜未央,健康,0.21
2669163,11,试录试验录音,儿童成长,0.7
2669444,11,好玩的歌,儿童成长,0.26
2673874,11,谨此献给客轮东方之星遇难者的家属们我们与您同在,家长升级,2.12
2674834,11,AYDOS,健康,3.52
2675956,11,打个招呼,健康,3.99
2676293,11,丁丁王者,健康,6.58
2678001,11,爸爸妈妈无条件爱我,健康,1.79
2678153,11,熊晓姐,健康,6.87
2678566,11,呵呵呵,健康,4.39
2682235,11,小逗小逗的,教材,2.86
2684255,11,我,健康,4.93
2687308,11,1,健康,5.33
2695948,11,无聊,健康,3.86
2699743,11,且听诗吟,诗词,3.5
2701602,11,啊哈,健康,4.98
2703344,11,我收藏的好音频,健康,3.91
2704286,11,朗诵,健康,6.77
2707946,11,CV数羊合辑,健康,4.1
2708626,11,转载留念,健康,1.62
2709923,11,将欢乐进行到底,家长升级,0.61
2712957,11,那些叽叽喳喳,教材,1.41
2718945,11,日常,健康,4.31
2721400,11,莲师慈悲大愿,儿童成长,7.19
2725151,11,问候,儿童成长,1.35
2727038,11,口算,健康,4.4
2727256,11,默认专辑,健康,1.54
2728978,11,雨巷,健康,4.17
2737033,11,诗集,诗词,0.88
2737297,11,话剧台词,宝贝show,0.23
2741721,11,温馨港你知,健康,3.35
2741747,11,情僧苏曼殊,教材,1.79
2741849,11,笔触青春,健康,2.91
2742063,11,自然之音,健康,5.06
2751444,11,新手试音,健康,4.21
2751542,11,吐槽你妹啊,健康,3.21
2757080,11,唯一,健康,3.28
2757725,11,简快35,心理,4.56
2765643,11,听音言,健康,4.49
2768939,11,A,健康,6.85
2769841,11,哈哈,健康,6.21
2772053,11,考古工地,诗词,1.95
2775149,11,课诵,教材,5.82
2787215,11,ghg,健康,1.72
2787665,11,成功后发的,国学历史,0.35
2787829,11,林先生杂七杂八,文学,0.42
2789621,11,大家好哦,儿童成长,0.6
2789899,11,大家好新来的,儿童成长,0.47
2791045,11,搞笑鹿,健康,3.36
2792477,11,默认,健康,0.36
2794481,11,气场修习术,健康,4.48
2802234,11,南歌子专访西瓜哒哒西瓜JUN,儿歌,6.65
2807166,11,暖心小句,心理,2.59
2810596,11,纳兰词,诗词,2.51
2812922,11,0726,健康,4.55
2814177,11,森林,健康,4.62
2817168,11,见或不见,健康,0.81
2822580,11,大大们的祝福,儿童成长,7.14
2827348,11,短篇,健康,3.59
2830616,11,铃木本的试唱曲库,儿歌,10.08
2832021,11,第十二只枯叶蝶,健康,3.39
2832828,11,学生,教材,1.57
2833287,11,声母bpm,健康,3.79
2839411,11,乱侃,健康,4.59
2842403,11,我爱的歌,儿歌,1.36
2842457,11,随手录内有重要通知,心理,0.96
2844344,11,叶子喜欢哒你们喜欢咩,健康,1.97
2845393,11,试试看,健康,3.37
2849094,11,无意义,健康,4.61
2850411,11,WXYZ,健康,5.17
2851086,11,诗,护理,0.69
2852278,11,徐玲玲,健康,4.05
2852617,11,一种追求,健康,2.2
2852636,11,话语,国学历史,1.03
2853593,11,泰戈尔诗选,护理,0.64
2853662,11,情书不包邮,绘本,5.95
2856128,11,台宣录制,健康,3.0
2856203,11,合一能量2015618,健康,0.41
2856894,11,温馨提示,宝贝show,4.32
2861572,11,宏兄逛展,儿童成长,6.94
2862979,11,朗诵,健康,6.77
2864925,11,晨读,健康,0.5
2866236,11,失落的花之法典,家长升级,0.73
2867371,11,诗享,诗词,5.9
2867993,11,无名,故事,1.85
2869343,11,闲的无聊,健康,2.68
2871381,11,1,健康,5.33
2873198,11,聊天,健康,5.31
2882997,11,123,健康,6.12
2888833,11,小情歌读着西子的诗,儿歌,5.68
2893261,11,白骨哀,健康,0.85
2895377,11,无标题,健康,3.11
2895519,11,黑金团队中级课程,教材,9.62
2896103,11,广告试音小样,健康,3.0
2896847,11,时间之河,健康,1.66
2898577,11,说早安,文学,4.84
2898883,11,我的祈祷文,健康,3.69
2902730,11,葛覃,健康,2.98
2906952,11,龙鱼千国纪之花之女床国,国学,3.31
2910506,11,瞎玩的,健康,2.02
2910988,11,我喜欢的声音,健康,5.51
2911659,11,随心而行,心理,2.51
2913951,11,cc财富,卡通,2.73
2914607,11,黄蜀黍原创基地,故事,0.18
2915470,11,广告配音,故事,0.39
2915923,11,1,健康,5.33
2917208,11,话剧台词,宝贝show,0.23
2918324,11,杨宏坤专辑,健康,4.49
2929093,11,陈莉个人分享,绘本,1.44
2929837,11,小坠丁丁,健康,0.29
2932227,11,雨馨,健康,4.91
2932675,11,酱油君,健康,0.11
2934649,11,21,健康,5.46
2936454,11,政政,健康,5.92
2937314,11,傳統文化,健康,3.15
2937458,11,七宝,健康,4.81
2938868,11,美食,健康,7.28
2939459,11,YY录音,健康,5.69
2940864,11,分享,故事,0.67
2942664,11,9月8日,健康,4.63
2946805,11,课文诵读,文学,1.5
2950036,11,婚礼主持词,诗词,2.03
2951661,11,阿呆的梦,健康,1.05
2959177,11,试音专辑,健康,5.83
2963335,11,梓鸣庄园,健康,0.7
2964029,11,读物,故事,1.83
2966799,11,二桥,健康,4.26
2973378,11,云微语,卡通,0.82
2980934,11,励志,健康,4.88
2981635,11,大学,儿童成长,5.17
2981932,11,听过的,健康,5.48
2983964,11,上下五千年,教材,2.1
2984431,11,四月的秘密,健康,2.57
2987037,11,9月22日,健康,4.3
2987642,11,微商起步,健康,2.5
2988774,11,00无聊的爱好,健康,1.65
2995036,11,斌,健康,4.24
2998213,11,初见,健康,0.53
2998580,11,讲座,健康,0.9
2998657,11,嘭嘭嘭系列,健康,3.42
3002282,11,Xian,健康,1.95
3005573,11,新人,健康,0.04
3007565,11,音乐,健康,1.38
3008495,11,青春路上,教材,0.25
3009457,11,1,健康,5.33
3012648,11,呵呵,健康,4.26
3016951,11,homeaccommodation,卡通,3.71
3020012,11,小试牛刀,健康,2.11
3023643,11,佛说,文学,2.28
3025209,11,闲的没事干了,故事,2.87
3026646,11,小學生必背古詩,诗词,10.94
3027351,11,iu,健康,2.94
3032543,11,范文,健康,3.42
3033360,11,默认专辑,健康,1.54
3034138,11,笼中对老乔SOLO,国学,0.06
3035563,11,作业,健康,2.89
3037618,11,u优越感,健康,4.15
3039932,11,疯狂魔方,健康,6.13
3041884,11,试音,健康,4.23
3042159,11,民以食为天,健康,4.51
3042374,11,小海豚广播站,健康,0.74
3043340,11,无题,健康,3.59
3044275,11,草稿,健康,1.44
3044510,11,起风了,健康,2.65
3046468,11,我是你们的楠,健康,5.06
3048198,11,转采,健康,3.99
3054497,11,小雨分享,教材,5.23
3056245,11,个人1,健康,1.34
3058415,11,试音,健康,4.23
3058694,11,宏伟路,故事,1.01
3061471,11,口译,健康,2.06
3065886,11,八目筝吹,宝贝show,6.09
3067383,11,知识星空,健康,4.62
3068981,11,短声音,健康,5.57
3069852,11,佛学基础,教材,0.33
3070387,11,更好,健康,4.0
3072555,11,个人,健康,1.9
3074977,11,心声,心理,2.59
3075110,11,时间带走了什么,健康,0.45
3075302,11,我的声音,健康,5.66
3076340,11,小龙,健康,4.42
3076608,11,广州之旅,故事,2.5
3077875,11,词语盘点,诗词,1.69
3082697,11,我爱的歌,儿歌,1.36
3087823,11,诗文朗诵,文学,0.54
3092140,11,刘欣老师晋升高级业务经理大会,国学,3.53
3093781,11,法硕专业课,健康,2.35
3094456,11,2015,健康,5.37
3097655,11,Rosen不是罗森,健康,1.62
3099912,11,自己,健康,2.2
3103540,11,銥銥语录,国学历史,0.23
3107208,11,ACTI,健康,5.23
3109670,11,大旅行家,儿童成长,1.57
3109855,11,鬼目private,宝贝show,4.41
3110046,11,不是鸡汤的鸡汤,健康,3.01
3110449,11,通告,卡通,2.2
3111830,11,识字四背涌,家长升级,3.19
3111851,11,甲申丧,健康,0.61
3113515,11,早安第一声,健康,3.77
3119157,11,维权热线,健康,2.35
3120662,11,哈哈,健康,6.21
3121165,11,10月28日,健康,3.71
3121510,11,试音,健康,4.23
3122253,11,默认专辑,健康,1.54
3124303,11,片头片尾,健康,0.19
3126220,11,我的声音,健康,5.66
3133025,11,梦醒时见你,健康,0.1
3147211,11,促销,健康,1.1
3147595,11,打鸡血分享,故事,0.74
3150290,11,雨落在窗外,儿童成长,0.11
3159173,11,岁月,健康,4.95
3162689,11,江左梅郎,国学历史,0.05
3165694,11,专辑3木可读文,故事,2.83
3166090,11,念白,儿童成长,0.57
3170733,11,夜雨付志勇版,家长升级,0.71
3171430,11,激励人生,诗词,4.51
3172023,11,各自的朝圣路,国学历史,3.24
3172046,11,随心所欲,心理,2.94
3173632,11,神回复,健康,1.99
3177722,11,引导放松,健康,3.72
3177873,11,1,健康,5.33
3181473,11,消灭舌尖音,健康,3.35
3182814,11,杂七杂八,文学,0.85
3183303,11,恩,健康,5.17
3183632,11,席慕容,护理,0.97
3191254,11,丸梓,健康,3.93
3193016,11,空中台网,健康,3.22
3195102,11,验证上传小样,国学历史,3.62
3197601,11,彩铃,健康,5.25
3202373,11,Fortomorrow董乃玮,健康,1.64
3205273,11,悦介茶叙再发群,健康,0.18
3206676,11,作业,健康,2.89
3223881,11,中国国通录音,卡通,4.95
3225614,11,广告配音,故事,0.39
3228228,11,一切,健康,5.56
3229695,11,正能量分享,儿童成长,1.98
3232051,11,申请认证,儿童成长,1.47
3234119,11,闲言碎语balala,卡通,2.08
3235866,11,老吴,国学,4.8
3236615,11,导师班之家介绍,家长升级,0.44
3237530,11,释放法,健康,3.04
3239233,11,丹青国际,儿童成长,1.12
3239300,11,美月美月家族公告,家长升级,3.64
3239867,11,胡说八道,文学,7.73
3244905,11,日常,健康,4.31
3246182,11,青莲,健康,4.78
3255283,11,学员演奏,宝贝show,0.35
3255828,11,23课假如,教材,6.93
3260392,11,周五音乐茶座,故事,1.61
3261572,11,自己,健康,2.2
3262632,11,随便说说,文学,10.05
3265303,11,3,健康,5.72
3266163,11,雨,健康,5.14
3267725,11,试音,健康,4.23
3268487,11,底气推荐mela,健康,2.53
3268803,11,在哪里,健康,2.52
3270766,11,口语练习,健康,1.93
3273342,11,克缇,健康,3.77
3273817,11,美乐家录音笔,心理,0.91
3275062,11,初早,故事,0.87
3277197,11,m,健康,5.51
3277889,11,Gg,健康,3.82
3281023,11,同化论,健康,6.06
3287387,11,父亲与海,家长升级,1.36
3290304,11,闲聊,健康,4.32
3295610,11,myheart,卡通,1.44
3298532,11,我的声音,健康,5.66
3301540,11,乱七乱八,健康,5.06
3303496,11,大家好,儿童成长,1.68
3303574,11,如果我是一片雪,健康,1.28
3305343,11,Home,健康,2.86
3310427,11,星潮的专辑,健康,5.01
3311889,11,昌乐有偿关注,心理,4.67
3313364,11,麻烦,健康,0.72
3317500,11,分享自己,家长升级,0.52
3320421,11,st,健康,0.04
3322157,11,代,国学历史,2.22
3325007,11,菲菲金牌讲师,健康,4.74
3325226,11,卷烟打假宣传,国学历史,1.0
3326033,11,龙洞校区151209漏网之娱,国学历史,1.41
3330105,11,qqq,健康,6.36
3340351,11,另类喊麦,健康,3.33
3342770,11,小确信,教材,3.04
3356320,11,背诵,健康,1.48
3357940,11,随笔,健康,4.83
3364778,11,有声,健康,5.88
3365478,11,随笔,健康,4.83
3373392,11,默认,健康,0.36
3374055,11,QT会议分享,故事,4.97
3377253,11,诗和远方,护理,2.89
3378396,11,凤凰树下,国学历史,1.17
3378496,11,测试,健康,4.75
3383714,11,小丫小语,教材,7.11
3385523,11,luka的主人,健康,1.17
3386477,11,那些话,健康,5.21
3386509,11,哦哦的杂七杂八,心理,0.59
3388516,11,生日祝辞,健康,3.94
3389059,11,超能量网络广播频道2016年宣传片,国学历史,0.62
3397226,11,霓裳小千金,文学,1.53
3399355,11,里拉玛雅,健康,4.68
3399377,11,前世500次的回眸,故事,0.19
3400930,11,听马老师读拼音,故事,1.01
3401046,11,kk,健康,3.78
3401068,11,洛长安,儿童成长,3.53
3403565,11,我的苦恼,心理,3.5
3405514,11,励志,健康,4.88
3415569,11,老虎大王的邀请,儿童成长,2.29
3419521,11,没事儿聊一聊,故事,2.44
3419563,11,葛思源,健康,4.86
3425075,11,玫瑰海岸,健康,2.61
3426481,11,特别好的,健康,1.55
3426506,11,遗珠,健康,3.25
3426654,11,资讯,健康,3.55
3426662,11,值得一听,健康,2.3
3426699,11,非原创,健康,1.26
3426763,11,good,健康,5.58
3426833,11,转载的,健康,4.74
3426897,11,转载的,健康,4.74
3427045,11,推荐,健康,4.83
3427046,11,七日,健康,4.37
3427076,11,非原创,健康,1.26
3427142,11,听听吧,健康,4.06
3427272,11,可以,健康,2.44
3427403,11,我经常听的,国学,6.86
3427427,11,遗珠,健康,3.25
3427498,11,Listen一首歌,儿歌,6.73
3427697,11,2015年,健康,2.86
3427740,11,我经常听的,国学,6.86
3427746,11,可以,健康,2.44
3427927,11,good,健康,5.58
3427934,11,听听吧,健康,4.06
3427942,11,耳朵,健康,5.95
3428128,11,verynice,卡通,0.18
3428157,11,收藏,健康,5.98
3428159,11,非原创,健康,1.26
3428219,11,资讯,健康,3.55
3428271,11,我经常听的,国学,6.86
3428289,11,都来听听,健康,3.15
3428295,11,遗珠,健康,3.25
3428389,11,可以,健康,2.44
3428463,11,遗珠,健康,3.25
3428512,11,非原创,健康,1.26
3428529,11,我转采的,健康,3.83
3428598,11,特别好的,健康,1.55
3428643,11,2015年,健康,2.86
3428658,11,耳朵,健康,5.95
3428771,11,遗珠,健康,3.25
3428809,11,我喜欢的,健康,3.79
3428854,11,不错,健康,5.02
3428890,11,收藏,健康,5.98
3429230,11,2015年,健康,2.86
3429267,11,收藏,健康,5.98
3429276,11,转载的,健康,4.74
3429436,11,值得一听,健康,2.3
3429536,11,Listen一首歌,儿歌,6.73
3429845,11,转载的,健康,4.74
3430077,11,推荐,健康,4.83
3440585,11,不错,健康,5.02
3440591,11,都来听听,健康,3.15
3445970,11,都来听听,健康,3.15
3474715,11,管家群分享,家长升级,3.15
3490603,11,2016新年贺词,教材,2.46
3492898,11,微校频道新年特辑,故事,3.32
3510331,11,低沉,健康,3.6
3533083,11,随心读,心理,0.27
3561651,11,无名,故事,1.85
3579531,11,献声最美短诗,健康,2.44
3595299,11,俗世奇人,健康,3.04
3601933,11,乌托,健康,1.6
3606167,11,打个招呼,健康,3.99
3629686,11,转采来的,健康,2.59
3649036,11,夕林辰日,健康,0.91
3674748,11,诗朗诵,诗词,0.52
3679410,11,祈祷文,健康,5.71
3687775,11,志成有约,国学历史,5.42
3717802,11,didadi,健康,0.49
3726397,11,琉璃果绿二次方,故事,0.14
3752176,11,黄帝内经,家长升级,1.23
3756083,11,找春天,健康,0.58
3769939,11,春晓,健康,0.3
3770491,11,毕业,健康,2.52
3789634,11,云水禅心,卡通,3.64
3814800,11,你是我最美的好奇最深的秘密,健康,3.08
3823483,11,燕子专列,家长升级,1.47
3838652,11,微微一笑很倾城,健康,4.26
3844469,11,我不知道该说什么,文学,8.02
3849683,11,蛋饼,健康,3.19
3851023,11,朗诵,健康,6.77
3891085,11,怪化猫,健康,3.26
3896994,11,默认专辑,健康,1.54
3929749,11,春天的声音,健康,2.2
3945992,11,这一生要绕多远才能安稳,健康,0.41
3982775,11,青春Smile,健康,0.54
3997201,11,来讲诸暨话,国学,1.52
4031674,11,再见了亲人,护理,1.17
4033358,11,闲时小读,教材,1.36
4063654,11,试音,健康,4.23
4086866,11,妞妞少儿版试音,健康,0.08
4135488,11,零碎,健康,5.03
4136855,11,剧情歌,儿歌,4.04
4138332,11,朗诵练习,健康,6.48
4148881,11,上官某某,健康,3.68
4153733,11,诗经第三篇,国学,3.3
4169679,11,书香读诗,绘本,9.53
4172937,11,随意,健康,3.47
4173825,11,哥哥,健康,0.86
4180044,11,诗,护理,0.69
4183473,11,喜马拉雅,健康,6.21
4192186,11,尔昌尔炽,健康,5.73
4192532,11,昂贵的背影,故事,0.15
4195449,11,精分专辑,健康,3.63
4198470,11,心茶,心理,1.96
4200417,11,喜马拉雅,健康,6.21
4205457,11,叶爽分享合集,故事,1.75
4210729,11,说给李老师,文学,5.6
4211408,11,主题系列,健康,4.47
4211923,11,陈晓映感语,卡通,2.59
4213440,11,回首,健康,4.63
4216724,11,罗文老师分享,故事,3.86
4218102,11,青春,健康,4.23
4219671,11,朗诵,健康,6.77
4223959,11,小胡说法开篇章,文学,6.17
4224949,11,废水处理,心理,2.29
4232062,11,试音,健康,4.23
4232706,11,为母亲读首诗,家长升级,2.9
4235338,11,微笑与沉默,健康,5.01
4241899,11,为母亲读首诗,家长升级,2.9
4243979,11,感,健康,3.49
4248330,11,声音,健康,6.86
4249971,11,追,健康,6.26
4251390,11,1,健康,5.33
4255899,11,KTV大环境分析,儿童成长,4.08
4260393,11,称象,健康,2.59
4260435,11,预习课文,教材,1.71
4261403,11,dayshow,心理,0.26
4264355,11,意林,健康,0.59
4265204,11,郭锐老师,故事,0.21
4269717,11,席慕容,护理,0.97
4270995,11,青春,健康,4.23
4271804,11,日语鸡汤,健康,1.4
4285617,11,我,健康,4.93
4286274,11,奋斗,健康,3.37
4288767,11,再次微笑,健康,3.71
4288784,11,游戏的女王,健康,3.64
4297464,11,七歌,儿歌,4.79
4351176,11,雨,健康,5.14
4356723,11,仰望星空,健康,4.79
4419616,11,闲,健康,4.77
4420933,11,中文默字,教材,0.69
4430324,11,那些年那些事,教材,2.64
4430799,11,安工院小记者五一劳动节,心理,1.7
4434456,11,随笔漫读,健康,1.58
4435331,11,资源灰你懂的,健康,2.47
4436199,11,日常碎碎念,健康,0.58
4437076,11,演说之旅,文学,5.26
4439451,11,打造朋友圈,国学历史,2.72
4448567,11,我的第一声,健康,6.56
4452739,11,山有木兮木有枝,健康,0.86
4455281,11,海狸的眼睛,文学,0.97
4457251,11,无,健康,5.39
4457719,11,简单介绍美乐家,心理,1.08
4459484,11,066月5台湾陈立祥,健康,3.7
4463801,11,我,健康,4.93
4463853,11,试音,健康,4.23
4464962,11,感想,健康,0.65
4470555,11,大宝乱弹,儿童成长,3.32
4479066,11,我好伤心,卡通,1.33
4480210,11,杨幂,健康,7.04
4484284,11,一天圆满,健康,0.1
4485151,11,201606温德姆,故事,0.16
4485205,11,随便说说,文学,10.05
4493675,11,林院长下午,健康,0.55
4498601,11,李总湿巾分享课,健康,0.17
4498925,11,心经诵读,国学,10.07
4500694,11,雨眠,健康,4.28
4503969,11,灸,健康,3.08
4508021,11,下午档,健康,4.79
4511609,11,洛伊娜富婆商学院,文学,0.93
4513848,11,随笔,健康,4.83
4518450,11,一洗白,健康,2.32
4519036,11,我们都想成为更好的父母,健康,1.59
4529818,11,楞严咒第一会2130,健康,4.64
4532595,11,高丽红,健康,8.21
4534448,11,样音,健康,6.2
4537569,11,王雨晴,健康,4.09
4542831,11,北山如果,健康,5.39
4543919,11,陪你去看海天的尽头,儿童成长,1.74
4546141,11,谈男人,健康,0.58
4555394,11,哈哈哈,健康,6.39
4555729,11,瞎想,健康,4.98
4556827,11,GEOGRAPHY,健康,2.01
4557429,11,嘿日常,健康,4.15
4559220,11,孔乙己,国学,0.45
4561017,11,这个大侠好奇葩,儿童成长,4.06
4564476,11,上传声音,健康,0.9
4570780,11,转载之营养,健康,4.53
4571473,11,看见摘录,健康,5.04
4580549,11,每一天美一天,健康,5.82
4583935,11,推荐,健康,4.83
4627346,11,借一把天梯度我去蓝天,健康,0.34
4781535,11,默认专辑,健康,1.54
4985811,11,石心的第一张专辑,心理,2.84
5001376,11,宝宝频道,健康,2.46
5010058,11,单词,国学历史,1.45
5011298,11,正面管教,儿童成长,3.74
5012240,11,小野,健康,1.8
5021176,11,留身边每一个微笑,健康,2.36
5105204,11,试音片断,健康,3.27
5152648,11,Peppa,健康,3.45
5182083,11,M1icK,卡通,1.06
5303981,11,我和你的声音,健康,4.08
5319705,11,夜乐,健康,0.37
5642627,11,收藏,健康,5.98
5709453,11,新人起步迈向D必学,教材,3.22
5792390,11,转载,健康,4.39
6035237,11,安然,健康,1.49
6037385,11,串讲,健康,3.45
6142298,11,思维本体学实证专题音频观疼痛,教材,1.63
6323188,11,闲思小言,健康,2.92
6425781,11,脱了裤子撸一管的默认专辑2,健康,1.03
6430607,11,试音,健康,4.23
6431214,11,一定要幸福,健康,2.31
7359731,11,HelloWorld,健康,2.49
7398588,11,day10,健康,2.75
7538543,11,西安我在德令哈写诗喜马拉雅活动合辑,卡通,0.25
7565569,11,60秒,健康,5.42
7591298,11,默认专辑,健康,1.54
7620418,11,日语朗读1,国学历史,2.47
7623089,11,gongkai,卡通,0.1
7668863,11,远处的风景,健康,2.88
7673496,11,以你我之青春托起中国梦,国学,1.99
7735838,11,泽泽电台,健康,2.04
7823931,11,adsfasdfsadf,心理,0.21
7865672,11,博士,故事,2.74
7917853,11,2017专辑,健康,5.08
7991523,11,瑜伽,健康,3.33
8060000,11,12,健康,5.36
8075697,11,祝云舒,健康,6.24
8120109,11,节日,健康,5.88
8137698,11,中考常考的热点,健康,2.55
8151029,11,教师研修,儿童成长,1.95
8168690,11,66,健康,3.05
8193449,11,精品口语31课作业,文学,2.43
8195147,11,520的背后,故事,2.05
8205196,11,英文,健康,6.74
8212284,11,转载收藏,健康,5.15
8229733,11,配音,健康,4.31
8338900,11,天秋,健康,2.46
8340188,11,茹沫,健康,2.91
8347717,11,练习,健康,6.57
8367097,11,小松鼠,健康,3.63
8378625,11,彩虹色的花,健康,7.3
8384076,11,杰西卡的试音专场,健康,1.59
8407937,11,试音,健康,4.23
8419490,11,刑法背诵,健康,1.77
8426708,11,个人专辑,健康,1.54
8426908,11,其他团队分享,国学历史,2.98
8437652,11,David20170709,健康,1.03
8456358,11,一1班陈子坚,健康,0.45
8456586,11,Cc,健康,2.35
8462163,11,广告杂项,文学,1.62
8465022,11,薄采其芹,健康,4.83
8465051,11,我的喜马第一辑认识我的声音,健康,4.83
8504674,11,婉达盖格系列,心理,4.49
8506616,11,小虎读诗,诗词,2.32
8508386,11,花季雨季,国学历史,0.44
8508782,11,蝴蝶蓝第三季,故事,2.05
8510678,11,小兔乖乖,健康,5.05
8519441,11,阿狸阿狸,健康,5.91
8533500,11,张永强,健康,1.32
8555962,11,一起朗读,故事,0.24
8576283,11,家在河洛个人专辑,健康,0.51
8577418,11,三水支行陈嘉莉,心理,1.58
8603508,11,帕斯卡尔思想录,健康,0.12
8603726,11,马一纶,健康,4.84
8603978,11,早教知识规矩和爱,健康,0.34
8604889,11,Crystal,卡通,0.02
8614286,11,沉默是金,健康,3.26
8616462,11,月,健康,5.16
8620327,11,南城心事,心理,0.45
8621643,11,佳文品讀,文学,13.8
8622510,11,我已经知道了,国学,5.98
8625752,11,试音,健康,4.23
8635012,11,宁波孕产课程王老师,健康,0.04
8639170,11,尘想花开中华典故,故事,0.83
8648579,11,琉璃的声音,健康,5.56
8648976,11,我的直播间,健康,2.13
8656033,11,只有风在欢舞还有我作伴,文学,1.68
8661468,11,31相思,健康,3.12
8664006,11,相错亲,健康,3.59
8666224,11,小疯子的直播回听,教材,0.62
8668641,11,十五从军征,故事,0.98
8677757,11,随心,卡通,1.49
8683983,11,上下五千年,教材,2.1
8702544,11,一个接一个,健康,1.66
8715071,11,选读,健康,1.35
8717688,11,父爱如山,健康,1.64
8728393,11,飞翔的第一个专辑,健康,5.72
8757818,11,何镏的钢琴音频,健康,3.14
8767384,11,大王叫我来巡山,儿童成长,3.61
8771929,11,晓雨伴君游个人专辑,心理,1.13
8795655,11,德家董事,故事,0.6
8808832,11,练车,健康,6.21
8828430,11,ECB,健康,3.15
8844728,11,个人语气,国学历史,0.77
8849737,11,小文试读,文学,4.8
8850327,11,这封情书给你,绘本,1.76
8878791,11,海风与贝,儿童成长,0.84
8883115,11,时评朗读,健康,3.91
8895931,11,个人专辑,健康,1.54
8921058,11,小豆豆,健康,3.92
8980250,11,练习,健康,6.57
9001576,11,大泽,儿童成长,7.78
9002880,11,做眼睛产品为什么选择山东福瑞达集团,文学,3.53
9008554,11,123小柔咻咻咻,教材,3.59
9025846,11,英文版面条,文学,3.92
9026947,11,情书,绘本,6.97
9032353,11,哈哈哈哈,健康,6.36
9035142,11,个人专辑,健康,1.54
9068051,11,废墟之上月影之下,健康,1.85
9069877,11,麦萌对手戏,健康,2.48
9086815,11,笠翁对韵,健康,5.54
9090280,11,Oo,健康,3.04
9098204,11,疗愈密码,健康,4.43
9098722,11,第一次,健康,6.2
9127796,11,白兆飞专辑,健康,1.52
9134890,11,雏音,健康,3.88
9135656,11,情书,绘本,6.97
9138731,11,董竣扬专辑,故事,1.57
9141780,11,怪喵,健康,4.81
9153082,11,刘芳1,健康,3.97
9158699,11,金木水火土,健康,4.15
9162018,11,沉迷小马糖蜜,教材,1.76
9165338,11,情书,绘本,6.97
9168542,11,普智普通人的智慧,国学,0.53
9176576,11,你啊,健康,3.59
9185919,11,热爱生命,健康,3.46
9191688,11,英雄,健康,6.08
9194923,11,sunglowjzjsjn,心理,1.33
9205749,11,吴文升,文学,0.74
9219183,11,人生最重要的100条黄金法则之蓝斯登原则阳阳人事部郭霞,故事,3.84
9232576,11,王心菲飞走的美味2017923,健康,0.27
9235651,11,杨梅的梦想档案,健康,3.56
9237797,11,小金鱼讲勇者蝙蝠侠,故事,0.83
9248656,11,金奕丞细雨,健康,0.67
9251532,11,王歌个人专辑,儿歌,4.74
9254979,11,念,健康,3.59
9263419,11,你本无意穿堂风,健康,2.04
9273459,11,好文自赏,文学,0.26
9275878,11,乐高骑士团1,故事,4.17
9294443,11,直播,健康,4.71
9316991,11,喃喃,健康,1.08
9319858,11,日有所诵,健康,1.48
9327617,11,情书,绘本,6.97
9328734,11,一心多用工作法,心理,2.14
9331602,11,你心柔软却有力量,心理,2.78
9334560,11,小山羊,健康,0.02
9339351,11,晋子宸的暑假作业个人专辑,国学历史,0.09
9343167,11,才疏学浅,文学,0.32
9351621,11,钢琴翻弹过润雨,健康,3.27
9357716,11,吉祥为你读诗,护理,0.43
9358247,11,林中的一缕阳光FM,家长升级,1.4
9359066,11,小古文第十课,诗词,0.19
9361563,11,诺198,健康,4.86
9371356,11,个人专辑,健康,1.54
9374893,11,情书,绘本,6.97
9377619,11,陈思尧,健康,4.63
9379730,11,小主播,健康,2.86
9380807,11,瓜瓜吃瓜,健康,3.9
9386270,11,我所认为的合适大概就是听得懂与聊得来,儿童成长,3.81
9389527,11,路欣然陋室铭,故事,2.73
9395203,11,溜达吖,健康,5.33
